domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
cms.dot.gov,3047,3809,3047,1.250082048,4.500164096,3047
seaway.dot.gov,3047,3809,3047,1.250082048,4.250082048,3047
amis.cdfifund.gov,3047,3809,2285,1.250082048,1.250082048,3047
jackson.va.gov,3047,3809,3809,1.250082048,0,3809
spanish.madrid.usembassy.gov,3047,3809,1524,1.250082048,0,3809
specialcollections.nal.usda.gov,3047,3047,3047,1,903.5447982,1524
www-air.larc.nasa.gov,3047,3047,3047,1,120.0059074,3047
southernoregon.va.gov,3047,3047,2285,1,5.25041024,3047
results.usaid.gov,3047,3047,3047,1,3.500164096,3047
beta.ngs.noaa.gov,3047,3047,3047,1,0,3047
clearfield.jobcorps.gov,3047,3047,3047,1,0,3047
coris.noaa.gov,3047,3047,2285,1,0,3047
eagnmncom06a9.usps.com,3047,3047,3047,1,0,3047
eagnmncom1158.usps.com,3047,3047,3047,1,0,3047
eagnmncom115e.usps.com,3047,3047,3047,1,0,3047
eagnmncom1210.usps.com,3047,3047,3047,1,0,3047
eagnmncom122a.usps.com,3047,3047,3047,1,0,3047
eagnmncom122b.usps.com,3047,3047,3047,1,0,3047
eagnmncom1a0e.usps.com,3047,3047,3047,1,0,3047
eagnmncom1a10.usps.com,3047,3047,3047,1,0,3047
eagnmnmepd49.usps.gov,3047,3047,3047,1,0,3047
eagnmnmepd4d.usps.gov,3047,3047,3047,1,0,3047
gcmrc.gov,3047,3047,3047,1,0,3047
geomag.usgs.gov,3047,3047,3047,1,0,3047
ita.doc.gov,3047,3047,3047,1,0,3047
jscfeatures.jsc.nasa.gov,3047,3047,3047,1,0,3047
medicalcountermeasures.gov,3047,3047,2285,1,0,3047
nccoe.nist.gov,3047,3047,3047,1,0,3047
olympiccoast.noaa.gov,3047,3047,2285,1,0,3047
spanish.guatemala.usembassy.gov,3047,3047,3047,1,0,3047
vestatrek.jpl.nasa.gov,3047,3047,3047,1,0,3047
usatrade.census.gov,2285,383179,3047,167.6932166,818.7969365,3047
streamstatsags.cr.usgs.gov,2285,55611,4571,24.33741794,728.1159737,3047
ogc.commerce.gov,2285,38089,3047,16.66914661,162.3592998,2285
forms.irs.gov,2285,35042,6856,15.3356674,27.00437637,4571
ssaiheadquarters.usajobs.gov,2285,28948,4571,12.66870897,56.34223195,5333
data.nal.usda.gov,2285,23615,2285,10.33479212,258.3746171,2285
unlocktalent.gov,2285,22854,2285,10.00175055,492.4118162,2285
m.stopfraud.gov,2285,21330,2285,9.334792123,507.4140044,2285
batteryworkshop.msfc.nasa.gov,2285,19045,762,8.334792123,668.1063457,2285
modis-atmos.gsfc.nasa.gov,2285,17521,3047,7.667833698,0,3047
peoplesgarden.usda.gov,2285,15236,2285,6.667833698,493.4118162,762
sftool.gov,2285,13712,2285,6.000875274,151.3575492,2285
ethics.va.gov,2285,12950,2285,5.667396061,1458.231947,2285
home.vef.gov,2285,12950,1524,5.667396061,109.0175055,2285
moveit.gsa.gov,2285,12950,762,5.667396061,51.34135667,2285
spanish.caracas.usembassy.gov,2285,11427,3047,5.000875274,415.3995624,3047
nslds.ed.gov,2285,10665,2285,4.667396061,632.433698,2285
above.nasa.gov,2285,9903,3047,4.333916849,787.4586433,3047
astronomy101.jpl.nasa.gov,2285,9903,3047,4.333916849,401.3969365,3809
fbi.usajobs.gov,2285,9903,3047,4.333916849,232.0367615,1524
rw.usembassy.gov,2285,9903,2285,4.333916849,191.0301969,2285
tcc.export.gov,2285,9903,2285,4.333916849,133.687965,2285
medicalmuseum.mil,2285,9903,2285,4.333916849,54.67527352,2285
hvo.wr.usgs.gov,2285,9141,2285,4.000437637,229.0363239,2285
ny.water.usgs.gov,2285,8380,2285,3.667396061,690.1098468,2285
oprm.va.gov,2285,8380,5333,3.667396061,101.3492341,3809
cg.usembassy.gov,2285,7618,2285,3.333916849,318.3838074,2285
earlywarning.usgs.gov,2285,7618,1524,3.333916849,145.3562363,2285
stonewall.nist.gov,2285,7618,1524,3.333916849,46.34091904,2285
heliophysicsdata.sci.gsfc.nasa.gov,2285,6856,762,3.000437637,578.7588621,2285
ameddregiment.amedd.army.mil,2285,6856,2285,3.000437637,462.4070022,1524
eweb1.sba.gov,2285,6856,1524,3.000437637,365.0582057,1524
uat.usajobs.gov,2285,6856,762,3.000437637,56.67571116,2285
gcmd.gsfc.nasa.gov,2285,6856,3047,3.000437637,51.34135667,3047
fcc.usajobs.gov,2285,6856,2285,3.000437637,36.6726477,2285
iad.gov,2285,6856,2285,3.000437637,31.67177243,2285
marstrek.jpl.nasa.gov,2285,6094,3047,2.666958425,737.4507659,3047
mrlc.gov,2285,6094,1524,2.666958425,299.380744,2285
visn8.va.gov,2285,6094,2285,2.666958425,227.3693654,2285
overseasbuildings.state.gov,2285,6094,2285,2.666958425,163.692779,2285
water.noaa.gov,2285,6094,2285,2.666958425,82.0131291,2285
inventory.data.gov,2285,6094,2285,2.666958425,1,3047
mwmw.gsfc.nasa.gov,2285,5333,2285,2.333916849,155.0245077,2285
jobs.vacareers.com,2285,5333,1524,2.333916849,135.6884026,2285
nm.water.usgs.gov,2285,5333,2285,2.333916849,37.6726477,2285
visn9.va.gov,2285,5333,2285,2.333916849,29.004814,2285
giovanni.sci.gsfc.nasa.gov,2285,5333,3047,2.333916849,0,3047
patentsgazette.uspto.gov,2285,5333,3047,2.333916849,0,2285
in.water.usgs.gov,2285,4571,762,2.000437637,83.68008753,2285
emtoolbox.nist.gov,2285,4571,762,2.000437637,58.00919037,2285
telehealth.va.gov,2285,4571,2285,2.000437637,55.34223195,2285
colorusage.arc.nasa.gov,2285,4571,2285,2.000437637,25.33741794,2285
eagnmncom1c2e.usps.com,2285,4571,2285,2.000437637,23.67045952,2285
pfs.usps.com,2285,4571,1524,2.000437637,21.67002188,3047
usdaadvantage.gsa.gov,2285,4571,2285,2.000437637,14.66914661,2285
eagnmncom1178.usps.com,2285,4571,2285,2.000437637,14.00218818,2285
poisonhelp.hrsa.gov,2285,4571,2285,2.000437637,14.00218818,2285
is.usembassy.gov,2285,4571,2285,2.000437637,11.33522976,2285
eagnmncom1c2f.usps.com,2285,4571,2285,2.000437637,3.333916849,2285
muskogee.va.gov,2285,4571,3047,2.000437637,3.000437637,3047
online.wr.usgs.gov,2285,3809,2285,1.666958425,608.0967177,1524
teamsite02.nlm.nih.gov,2285,3809,762,1.666958425,597.4284464,762
lilongwe.usembassy.gov,2285,3809,1524,1.666958425,487.0774617,2285
ntl.bts.gov,2285,3809,2285,1.666958425,428.0682713,2285
e-cigarettes.surgeongeneral.gov,2285,3809,1524,1.666958425,331.3859956,2285
tadd.weather.gov,2285,3809,2285,1.666958425,275.3772429,2285
usaisr.amedd.army.mil,2285,3809,2285,1.666958425,135.3549234,1524
smap.jpl.nasa.gov,2285,3809,1524,1.666958425,97.68227571,2285
cftt.nist.gov,2285,3809,1524,1.666958425,51.67483589,2285
patientsafety.va.gov,2285,3809,2285,1.666958425,46.00743982,2285
espanol.mentalhealth.gov,2285,3809,2285,1.666958425,44.00700219,2285
titan-server.arc.nasa.gov,2285,3809,2285,1.666958425,40.67308534,1524
lbpw.larc.nasa.gov,2285,3809,762,1.666958425,40.00656455,2285
fresno.va.gov,2285,3809,2285,1.666958425,36.6726477,2285
dubai.usconsulate.gov,2285,3809,2285,1.666958425,31.67177243,2285
search.michigan.gov,2285,3809,762,1.666958425,22.67045952,2285
eddn.usgs.gov,2285,3809,762,1.666958425,16.66914661,2285
mapgive.state.gov,2285,3809,762,1.666958425,16.00262582,2285
thunderbay.noaa.gov,2285,3809,2285,1.666958425,2.666958425,2285
spanish.nicaragua.usembassy.gov,2285,3047,2285,1.333479212,583.4262582,2285
miami.jobcorps.gov,2285,3047,2285,1.333479212,206.0328228,1524
media.wr.usgs.gov,2285,3047,762,1.333479212,189.0301969,2285
gapanalysis.usgs.gov,2285,3047,2285,1.333479212,180.0284464,2285
apps.gov,2285,3047,2285,1.333479212,159.6919037,2285
osbp.nasa.gov,2285,3047,1524,1.333479212,75.3452954,2285
russian.moscow.usembassy.gov,2285,3047,2285,1.333479212,66.01050328,2285
pbrn.ahrq.gov,2285,3047,2285,1.333479212,58.00919037,2285
space-geodesy.nasa.gov,2285,3047,2285,1.333479212,50.00787746,2285
prescott.va.gov,2285,3047,2285,1.333479212,32.67177243,2285
technologygateway.nasa.gov,2285,3047,762,1.333479212,29.33785558,2285
sigar.mil,2285,3047,2285,1.333479212,23.67045952,2285
vienna.usmission.gov,2285,3047,2285,1.333479212,17.33610503,2285
hi.water.usgs.gov,2285,3047,1524,1.333479212,16.33610503,2285
md.water.usgs.gov,2285,3047,2285,1.333479212,10.33479212,2285
blog.usa.gov,2285,3047,2285,1.333479212,7.667833698,2285
ripcurrents.noaa.gov,2285,3047,2285,1.333479212,6.000875274,2285
eagnmncom117c.usps.com,2285,3047,1524,1.333479212,2.000437637,2285
beckley.va.gov,2285,3047,3047,1.333479212,0,3047
fpir.noaa.gov,2285,3047,2285,1.333479212,0,3047
researchmatters.blogs.census.gov,2285,2285,2285,1,426.4013129,1524
heartoftexas.va.gov,2285,2285,1524,1,100.6827133,2285
flowsmapper.geo.census.gov,2285,2285,2285,1,75.3452954,1524
hads.ncep.noaa.gov,2285,2285,1524,1,53.0083151,1524
landsat.visibleearth.nasa.gov,2285,2285,2285,1,51.34135667,1524
spanish.santodomingo.usembassy.gov,2285,2285,2285,1,39.33960613,1524
lta.cr.usgs.gov,2285,2285,2285,1,38.33960613,1524
corporateservices.noaa.gov,2285,2285,1524,1,12.66870897,2285
psychologytraining.va.gov,2285,2285,2285,1,6.334354486,2285
galvestonlab.sefsc.noaa.gov,2285,2285,1524,1,6.000875274,1524
armydentalcorps.amedd.army.mil,2285,2285,2285,1,0,2285
cio.noaa.gov,2285,2285,2285,1,0,2285
cit.nih.gov,2285,2285,2285,1,0,2285
cosmictimes.gsfc.nasa.gov,2285,2285,1524,1,0,2285
cwds.ca.gov,2285,2285,2285,1,0,2285
eagnmncom0628.usps.com,2285,2285,2285,1,0,2285
eagnmncom06a6.usps.com,2285,2285,2285,1,0,2285
eagnmncom115b.usps.com,2285,2285,2285,1,0,2285
eagnmncom115d.usps.com,2285,2285,2285,1,0,2285
eagnmncom120f.usps.com,2285,2285,2285,1,0,2285
eagnmncom1228.usps.com,2285,2285,2285,1,0,2285
eagnmncom1a18.usps.com,2285,2285,2285,1,0,2285
eagnmncom1c2b.usps.com,2285,2285,2285,1,0,2285
eagnmnmepd4b.usps.gov,2285,2285,2285,1,0,2285
es.govloans.gov,2285,2285,2285,1,0,2285
ethiopia.usembassy.gov,2285,2285,1524,1,0,2285
isccp.giss.nasa.gov,2285,2285,1524,1,0,2285
lep.gov,2285,2285,2285,1,0,2285
nagb.org,2285,2285,1524,1,0,2285
newbornscreeningcodes.nlm.nih.gov,2285,2285,2285,1,0,2285
oiir.hq.nasa.gov,2285,2285,2285,1,0,2285
philadelphia.jobcorps.gov,2285,2285,2285,1,0,2285
prevention.va.gov,2285,2285,2285,1,0,2285
pubweb.epa.gov,2285,2285,2285,1,0,2285
rosetta.jpl.nasa.gov,2285,2285,2285,1,0,2285
seafood.nmfs.noaa.gov,2285,2285,2285,1,0,2285
shiptracker.noaa.gov,2285,2285,2285,1,0,2285
spanish.bogota.usembassy.gov,2285,2285,1524,1,0,2285
support.ncbi.nlm.nih.gov,2285,2285,2285,1,0,2285
tech.ed.gov,2285,2285,2285,1,0,2285
utm.arc.nasa.gov,2285,2285,1524,1,0,2285
wi.water.usgs.gov,2285,2285,2285,1,0,2285
wizard.gov,2285,2285,2285,1,0,2285
wwwastro.msfc.nasa.gov,2285,2285,2285,1,0,2285
wwwbrr.cr.usgs.gov,2285,2285,2285,1,0,2285
afadvantage.gov,1524,37328,1524,24.49343832,790.7795276,1524
fedshirevets.gov,1524,25139,1524,16.49540682,282.4212598,1524
es-faq.usps.com,1524,24377,10665,15.99540682,965.2309711,9141
cms.nps.gov,1524,22854,762,14.99606299,328.9081365,1524
clinton.presidentiallibraries.us,1524,22092,1524,14.49606299,1022.215223,1524
qa-dataguide.nlm.nih.gov,1524,22092,762,14.49606299,556.3451444,1524
cfpub1.epa.gov,1524,21330,762,13.99606299,366.8976378,1524
opm.usajobs.gov,1524,17521,2285,11.49671916,194.4455381,1524
atmcorr.gsfc.nasa.gov,1524,16759,762,10.99671916,750.2906824,1524
nad.usda.gov,1524,15998,1524,10.49737533,1042.709318,762
sr.usembassy.gov,1524,15998,1524,10.49737533,617.328084,2285
foodsafetyworkinggroup.gov,1524,14474,1524,9.497375328,860.7604987,1524
edpubs.gov,1524,14474,1524,9.497375328,707.3031496,1524
pk.edit.usembassy.gov,1524,13712,762,8.997375328,2115.410761,762
explorers.gsfc.nasa.gov,1524,13712,2285,8.997375328,216.4396325,2285
sefsc.noaa.gov,1524,13712,762,8.997375328,0,1524
nih.usajobs.gov,1524,12950,1524,8.497375328,676.8116798,0
jsc.defense.gov,1524,12950,2285,8.497375328,56.48425197,2285
wwwdev.ihs.gov,1524,12189,762,7.998031496,856.7611549,1524
madis.ncep.noaa.gov,1524,12189,1524,7.998031496,453.3740157,762
technology-jsc.ndc.nasa.gov,1524,11427,1524,7.498031496,543.8484252,1524
lhncbc.nlm.nih.gov,1524,9903,1524,6.498031496,189.9468504,1524
atf.usajobs.gov,1524,9903,762,6.498031496,183.9488189,1524
ocrcas.ed.gov,1524,9903,762,6.498031496,61.48293963,762
nccs.nasa.gov,1524,9903,762,6.498031496,56.48425197,762
my.usgs.gov,1524,9903,1524,6.498031496,36.49015748,1524
doj.usajobs.gov,1524,9903,2285,6.498031496,34.99015748,2285
alexandria.va.gov,1524,9141,1524,5.998031496,369.3969816,1524
wa.water.usgs.gov,1524,9141,2285,5.998031496,364.398294,1524
bw.usembassy.gov,1524,9141,1524,5.998031496,221.4383202,1524
lrp.nih.gov,1524,9141,1524,5.998031496,28.99212598,1524
humanresearchroadmap.nasa.gov,1524,8380,1524,5.498687664,821.2709974,2285
acpt.nsf.gov,1524,8380,762,5.498687664,710.3018373,1524
sfa.jsc.nasa.gov,1524,8380,1524,5.498687664,230.9356955,762
osce.usmission.gov,1524,8380,1524,5.498687664,207.4422572,1524
eddataexpress.ed.gov,1524,8380,3047,5.498687664,0,3047
socialwork.va.gov,1524,7618,3809,4.998687664,2861.702756,3809
i-nspires.nasaprs.com,1524,7618,762,4.998687664,103.9711286,1524
preview.ed.gov,1524,7618,762,4.998687664,0,3809
ssainewyork.usajobs.gov,1524,6856,3047,4.498687664,695.3064304,2285
travelregistration.state.gov,1524,6856,762,4.498687664,616.328084,1524
preview.dhs.gov,1524,6856,2285,4.498687664,387.3923885,2285
geology.usgs.gov,1524,6856,2285,4.498687664,254.9291339,2285
mh.usembassy.gov,1524,6856,2285,4.498687664,218.4389764,1524
niem.gov,1524,6856,1524,4.498687664,193.4461942,1524
access.afsc.noaa.gov,1524,6856,762,4.498687664,67.98097113,1524
blm.usajobs.gov,1524,6856,1524,4.498687664,32.99081365,2285
careers.noaa.gov,1524,6856,2285,4.498687664,22.99343832,3047
odeo.hq.nasa.gov,1524,6856,5333,4.498687664,8.497375328,3047
pml.nist.gov,1524,6856,2285,4.498687664,6.998031496,3047
patapsco.nist.gov,1524,6094,3047,3.998687664,858.2611549,3047
gsa.usajobs.gov,1524,6094,1524,3.998687664,287.9199475,1524
sansalvador.usembassy.gov,1524,6094,1524,3.998687664,242.4324147,1524
bsgsra.hq.nasa.gov,1524,6094,1524,3.998687664,162.4547244,1524
queri.research.va.gov,1524,6094,1524,3.998687664,97.47309711,1524
vilnius.usembassy.gov,1524,5333,1524,3.499343832,143.9599738,1524
publicdebt.treas.gov,1524,5333,1524,3.499343832,72.47965879,1524
find.digitalgov.gov,1524,5333,762,3.499343832,31.49146982,2285
mafspace.msfc.nasa.gov,1524,4571,1524,2.999343832,579.3385827,1524
columbus.va.gov,1524,4571,2285,2.999343832,243.9317585,2285
iraq.usembassy.gov,1524,4571,1524,2.999343832,97.47309711,1524
fpd.gsfc.nasa.gov,1524,4571,1524,2.999343832,54.48490814,3047
woodland.jobcorps.gov,1524,4571,1524,2.999343832,30.99146982,762
sustainablecommunities.gov,1524,4571,1524,2.999343832,30.49146982,1524
genelab-data.ndc.nasa.gov,1524,4571,762,2.999343832,8.497375328,1524
osp.va.gov,1524,4571,3809,2.999343832,0,3809
ssaiboston.usajobs.gov,1524,3809,1524,2.499343832,457.8727034,1524
usarc.usgs.gov,1524,3809,762,2.499343832,423.3818898,1524
littlerock.jobcorps.gov,1524,3809,762,2.499343832,422.3825459,1524
lpdaac.usgs.gov,1524,3809,1524,2.499343832,277.9225722,1524
documentation.uts.nlm.nih.gov,1524,3809,1524,2.499343832,98.97244094,1524
permits.performance.gov,1524,3809,1524,2.499343832,83.47703412,1524
olddominion.jobcorps.gov,1524,3809,2285,2.499343832,61.98293963,762
spawar.usajobs.gov,1524,3809,1524,2.499343832,51.4855643,1524
intransition.dcoe.mil,1524,3809,762,2.499343832,34.49015748,1524
hhs-hrsa.usajobs.gov,1524,3809,1524,2.499343832,28.99212598,1524
earlecclements.jobcorps.gov,1524,3809,762,2.499343832,25.99278215,1524
cindrr.research.va.gov,1524,3809,3047,2.499343832,14.99606299,2285
lrs.adlnet.gov,1524,3809,1524,2.499343832,12.99606299,1524
insight.jpl.nasa.gov,1524,3809,2285,2.499343832,5.498687664,2285
sandiego.jobcorps.gov,1524,3047,1524,1.999343832,779.2828084,1524
edna.usgs.gov,1524,3047,762,1.999343832,244.9317585,762
aom.giss.nasa.gov,1524,3047,762,1.999343832,179.9501312,1524
account.uspto.gov,1524,3047,1524,1.999343832,172.9520997,1524
mchb.tvisdata.hrsa.gov,1524,3047,1524,1.999343832,124.4652231,1524
ilthermo.boulder.nist.gov,1524,3047,762,1.999343832,119.9665354,1524
swaziland.usembassy.gov,1524,3047,762,1.999343832,78.97769029,1524
gs6101-gmao.gsfc.nasa.gov,1524,3047,1524,1.999343832,58.4835958,1524
montana.va.gov,1524,3047,1524,1.999343832,58.4835958,1524
graysreef.noaa.gov,1524,3047,1524,1.999343832,44.48753281,1524
firstnet.usajobs.gov,1524,3047,1524,1.999343832,36.49015748,1524
hawaii.jobcorps.gov,1524,3047,1524,1.999343832,32.49081365,1524
ahrq.usajobs.gov,1524,3047,1524,1.999343832,27.49212598,1524
disasterlit.nlm.nih.gov,1524,3047,1524,1.999343832,24.49343832,1524
oes.gsa.gov,1524,3047,1524,1.999343832,22.49343832,1524
pianc.sites.usa.gov,1524,3047,1524,1.999343832,14.99606299,1524
eddmr-sit.usps.com,1524,3047,1524,1.999343832,12.99606299,1524
access.trade.gov,1524,3047,1524,1.999343832,10.99671916,1524
farallones.noaa.gov,1524,3047,1524,1.999343832,9.997375328,1524
passivehallways.cap.gsa.gov,1524,3047,1524,1.999343832,4.998687664,2285
freetown.usembassy.gov,1524,3047,762,1.999343832,2.499343832,1524
atlanta.jobcorps.gov,1524,3047,2285,1.999343832,0,3047
intranet.epa.gov,1524,3047,1524,1.999343832,0,1524
reverseauctions.gsa.gov,1524,3047,762,1.999343832,0,1524
sbir.nih.gov,1524,3047,2285,1.999343832,0,2285
woodstock.jobcorps.gov,1524,3047,3047,1.999343832,0,3047
nec-fb.belvoir.army.mil,1524,2285,762,1.499343832,474.3681102,1524
stlouis.jobcorps.gov,1524,2285,1524,1.499343832,398.8891076,1524
dhc-europe.amedd.army.mil,1524,2285,1524,1.499343832,332.9074803,1524
gmat.gsfc.nasa.gov,1524,2285,1524,1.499343832,227.4363517,1524
wwwcf.nlm.nih.gov,1524,2285,762,1.499343832,165.9540682,1524
tx.usgs.gov,1524,2285,1524,1.499343832,158.9560367,762
disasters.nasa.gov,1524,2285,762,1.499343832,150.4580052,1524
medicalsurgical.va.gov,1524,2285,1524,1.499343832,119.9665354,1524
oconaluftee.jobcorps.gov,1524,2285,1524,1.499343832,119.4665354,762
ncc.nesdis.noaa.gov,1524,2285,762,1.499343832,75.47900262,1524
secure.in.gov,1524,2285,1524,1.499343832,57.9835958,1524
2009-2017.state.gov,1524,2285,1524,1.499343832,48.48622047,1524
tonguepoint.jobcorps.gov,1524,2285,1524,1.499343832,47.48687664,1524
cdaweb.sci.gsfc.nasa.gov,1524,2285,1524,1.499343832,46.98687664,1524
gc.noaa.gov,1524,2285,1524,1.499343832,44.48753281,1524
stereodata.nascom.nasa.gov,1524,2285,2285,1.499343832,41.48818898,2285
curlew.jobcorps.gov,1524,2285,1524,1.499343832,32.99081365,1524
keystone.jobcorps.gov,1524,2285,1524,1.499343832,25.49278215,762
penobscot.jobcorps.gov,1524,2285,762,1.499343832,24.99278215,1524
milwaukee.jobcorps.gov,1524,2285,762,1.499343832,22.49343832,1524
vwac.defense.gov,1524,2285,1524,1.499343832,21.49409449,1524
aqua.nasa.gov,1524,2285,1524,1.499343832,18.49475066,1524
ovc.ncjrs.gov,1524,2285,1524,1.499343832,14.49606299,1524
healthcare.nist.gov,1524,2285,1524,1.499343832,13.49606299,1524
lunarscience.nasa.gov,1524,2285,1524,1.499343832,12.49671916,1524
northtexas.jobcorps.gov,1524,2285,1524,1.499343832,12.49671916,1524
pulse.cio.gov,1524,2285,1524,1.499343832,11.99671916,1524
spanish.bolivia.usembassy.gov,1524,2285,1524,1.499343832,11.99671916,1524
phoenix.jobcorps.gov,1524,2285,1524,1.499343832,9.997375328,762
cddis.nasa.gov,1524,2285,1524,1.499343832,6.998031496,1524
webdev.ssd.census.gov,1524,2285,1524,1.499343832,4.998687664,1524
ppae.amedd.army.mil,1524,2285,1524,1.499343832,3.998687664,1524
earth.jsc.nasa.gov,1524,2285,1524,1.499343832,3.499343832,1524
trkcnfrm1.smi.usps.com,1524,2285,762,1.499343832,3.499343832,1524
nrojr.gov,1524,2285,1524,1.499343832,1.499343832,1524
aid.ndc.nasa.gov,1524,2285,762,1.499343832,1,1524
genelab-dev.ndc.nasa.gov,1524,1524,762,1,220.4383202,762
discovery.msfc.nasa.gov,1524,1524,1524,1,139.9612861,1524
lunar.gsfc.nasa.gov,1524,1524,1524,1,59.4835958,762
techgatewire.larc.nasa.gov,1524,1524,762,1,55.48425197,1524
newengland.va.gov,1524,1524,1524,1,20.99409449,1524
sheridan.va.gov,1524,1524,1524,1,12.99606299,1524
bosnian.sarajevo.usembassy.gov,1524,1524,1524,1,8.997375328,1524
kabul.usembassy.gov,1524,1524,1524,1,7.498031496,1524
strategicsourcing.gov,1524,1524,1524,1,6.498031496,1524
adr.gov,1524,1524,1524,1,5.498687664,1524
airs.jpl.nasa.gov,1524,1524,1524,1,0,1524
americanindianhealth.nlm.nih.gov,1524,1524,1524,1,0,1524
amsc.amedd.army.mil,1524,1524,1524,1,0,1524
arabic.syria.usembassy.gov,1524,1524,762,1,0,1524
brooklyn.jobcorps.gov,1524,1524,1524,1,0,1524
bush41library.tamu.edu,1524,1524,1524,1,0,1524
cincinnati.jobcorps.gov,1524,1524,762,1,0,1524
classic.ntis.gov,1524,1524,1524,1,0,1524
corms.nos.noaa.gov,1524,1524,762,1,0,1524
cryogenics.nist.gov,1524,1524,1524,1,0,1524
cttso.gov,1524,1524,1524,1,0,1524
darrp.noaa.gov,1524,1524,1524,1,0,1524
data.mil,1524,1524,1524,1,0,1524
digitop.nal.usda.gov,1524,1524,1524,1,0,1524
disasterinfo.nlm.nih.gov,1524,1524,1524,1,0,1524
eagnmncom1159.usps.com,1524,1524,1524,1,0,1524
eagnmncom120e.usps.com,1524,1524,1524,1,0,1524
eagnmncom122c.usps.com,1524,1524,1524,1,0,1524
eagnmncom1a0d.usps.com,1524,1524,1524,1,0,1524
eagnmncom1a0f.usps.com,1524,1524,1524,1,0,1524
eagnmncom1bf7.usps.com,1524,1524,1524,1,0,1524
eagnmncom1c2a.usps.com,1524,1524,1524,1,0,1524
eagnmncom1c2c.usps.com,1524,1524,1524,1,0,1524
edgarcompany.sec.gov,1524,1524,1524,1,0,1524
eisenhowermemorial.gov,1524,1524,1524,1,0,1524
eospso.nasa.gov,1524,1524,1524,1,0,1524
fordlibrarymuseum.gov,1524,1524,1524,1,0,1524
fpc.gov,1524,1524,1524,1,0,1524
french.benin.usembassy.gov,1524,1524,1524,1,0,1524
gainesville.jobcorps.gov,1524,1524,1524,1,0,1524
gec.cr.usgs.gov,1524,1524,1524,1,0,1524
geology.er.usgs.gov,1524,1524,762,1,0,1524
ghi.gov,1524,1524,1524,1,0,1524
govbenefits.gov,1524,1524,1524,1,0,1524
healthreach.nlm.nih.gov,1524,1524,1524,1,0,1524
huberthhumphrey.jobcorps.gov,1524,1524,1524,1,0,1524
human-factors.arc.nasa.gov,1524,1524,762,1,0,1524
idmanagement.gov,1524,1524,1524,1,0,1524
idp.demo.login.gov,1524,1524,762,1,0,1524
ilrs.cddis.eosdis.nasa.gov,1524,1524,1524,1,0,1524
international.noaa.gov,1524,1524,1524,1,0,1524
juvenilecouncil.gov,1524,1524,1524,1,0,1524
labs.usa.gov,1524,1524,762,1,0,1524
landcover.usgs.gov,1524,1524,1524,1,0,1524
losangeles.jobcorps.gov,1524,1524,1524,1,0,1524
m.cameochemicals.noaa.gov,1524,1524,1524,1,0,1524
map.usaid.gov,1524,1524,762,1,0,1524
mms.gsfc.nasa.gov,1524,1524,1524,1,0,1524
modelingguru.nasa.gov,1524,1524,1524,1,0,1524
na.usembassy.gov,1524,1524,1524,1,0,1524
nacarbon.org,1524,1524,762,1,0,1524
neglecteddiseases.gov,1524,1524,1524,1,0,1524
oco.jpl.nasa.gov,1524,1524,762,1,0,1524
open.defense.gov,1524,1524,1524,1,0,1524
patriotbonds.gov,1524,1524,1524,1,0,1524
poes.gsfc.nasa.gov,1524,1524,1524,1,0,1524
rapidrefresh.noaa.gov,1524,1524,1524,1,0,1524
rmgsc.cr.usgs.gov,1524,1524,762,1,0,1524
see.msfc.nasa.gov,1524,1524,1524,1,0,1524
services.nationalmap.gov,1524,1524,1524,1,0,1524
sites.usa.gov,1524,1524,1524,1,0,1524
soho.nascom.nasa.gov,1524,1524,762,1,0,1524
southbronx.jobcorps.gov,1524,1524,762,1,0,1524
sy.usembassy.gov,1524,1524,1524,1,0,1524
treasureisland.jobcorps.gov,1524,1524,1524,1,0,1524
treasuryscams.gov,1524,1524,1524,1,0,1524
tsunami.csc.noaa.gov,1524,1524,762,1,0,1524
tsunamiready.noaa.gov,1524,1524,1524,1,0,1524
turner.jobcorps.gov,1524,1524,1524,1,0,1524
universe.nasa.gov,1524,1524,1524,1,0,1524
vetopportunities.amedd.army.mil,1524,1524,1524,1,0,1524
visn21.va.gov,1524,1524,762,1,0,1524
wcms-wp-stage.cdc.gov,1524,1524,1524,1,0,1524
